time step, layer, countries that become infected 
0,0,Luxembourg
0,1,Luxembourg
0,2,Luxembourg
0,3,Luxembourg
0,4,Luxembourg
1,0,Barbados
1,0,Gibraltar
1,0,Liechtenstein
1,2,Greece
1,2,Indonesia
1,2,Italy
1,4,Tajikistan
3,0,Cabo Verde
3,0,Congo  Republic of
3,0,Croatia
3,0,Djibouti
3,0,Ethiopia
3,0,French Territories: French Polynesia
3,0,Gambia  The
3,0,Qatar
3,0,Sao Tome and Principe
3,0,Senegal
3,0,Seychelles
3,0,Solomon Islands
3,0,Tunisia
3,0,Vatican
3,1,Ethiopia
3,1,Jordan
3,1,Korea  Democratic People's Rep. of
3,1,San Marino
3,1,Timor-Leste  Dem. Rep. of
3,4,San Marino
4,0,French Territories: New Caledonia
5,2,West Bank and Gaza
5,3,West Bank and Gaza
