Country,Authority Score
Senegal,5.09915191834e-06
Uganda,5.02020535295e-06
Ecuador,4.85594268198e-06
Uzbekistan,4.30150124151e-06
Anguilla,4.17805548066e-06
Montenegro,4.15022198773e-06
Cameroon,4.12100651883e-06
Libya,4.06333658796e-06
Honduras,4.01492590448e-06
Bosnia and Herzegovina,3.85392721715e-06
French Territories: French Polynesia,3.83306079709e-06
Sint Maarten,3.74310604674e-06
Netherlands Antilles,3.72045291227e-06
Mozambique,3.41450442093e-06
Turks and Caicos Islands,3.41295272333e-06
Tanzania,3.34585120322e-06
Seychelles,3.24384830536e-06
Macedonia  FYR,3.10823209433e-06
Namibia,3.10366377448e-06
Yemen  Republic of,2.97262005126e-06
Cuba,2.95967190741e-06
Andorra,2.49624526257e-06
St. Vincent and the Grenadines,2.38896485419e-06
Zimbabwe,2.30287171813e-06
Belize,2.30001096301e-06
Mali,2.1602071262e-06
Botswana,2.02899133377e-06
Armenia  Republic of,1.88765838327e-06
US Pacific Islands,1.83206823644e-06
Paraguay,1.68378137294e-06
Syrian Arab Republic,1.6669636575e-06
Sudan,1.64812870311e-06
Fiji,1.48804294518e-06
Kyrgyz Republic,1.3062706408e-06
Moldova,1.2342719089e-06
Cambodia,1.22965517714e-06
Samoa,9.26409444865e-07
St. Lucia,9.20759203207e-07
Antigua and Barbuda,7.81256190241e-07
Mauritania,7.46722192659e-07
Nicaragua,7.22033389203e-07
Lao People's Democratic Republic,6.48911593632e-07
Malawi,6.46039630665e-07
Sierra Leone,5.94192987455e-07
Togo,5.92325635937e-07
Djibouti,5.23331121417e-07
Monaco,4.87091268115e-07
Gambia  The,4.57075952356e-07
Ethiopia,4.38526261712e-07
Maldives,4.2654332051e-07
Niger,4.24971826775e-07
Madagascar,4.14288079623e-07
Benin,4.12659025981e-07
Kosovo  Republic of,4.11871309825e-07
Burkina Faso,4.09467797627e-07
Myanmar,4.05729184205e-07
Swaziland,3.90773444683e-07
Guinea,3.8246873791e-07
Nepal,3.60703686734e-07
Burundi,3.40889122548e-07
Cabo Verde,2.98410383561e-07
Tajikistan,2.9082994084e-07
Suriname,2.40472706294e-07
Vanuatu,2.37593686472e-07
Grenada,2.29915566379e-07
San Marino,2.08555435e-07
Guyana,2.03167258587e-07
Afghanistan  Islamic Republic of,1.76511399047e-07
Central African Republic,1.72745380838e-07
Turkmenistan,1.26174728034e-07
Rwanda,1.22463715067e-07
St. Kitts and Nevis,1.20720298299e-07
Haiti,1.08963961598e-07
Dominica,1.07437641055e-07
Greenland,9.20874525931e-08
Cook Islands,9.1697139353e-08
Chad,8.48566313464e-08
Korea  Democratic People's Rep. of,7.94347104899e-08
Lesotho,7.91869602321e-08
Equatorial Guinea,6.8115707786e-08
Sao Tome and Principe,6.08486445917e-08
Solomon Islands,6.07820281928e-08
Vatican,5.08538026203e-08
Curacao & St. Maarten,4.88932376504e-08
West Bank and Gaza,3.52299325155e-08
Bhutan,2.76819080874e-08
Timor-Leste  Dem. Rep. of,2.69948306278e-08
American Samoa,7.32014695994e-09
Tonga,6.12593466709e-09
Guinea-Bissau,7.82329291626e-10
British Indian Ocean Territory,3.06741430867e-10
