Country,Authority Score
Haiti,7.25946339916e-08
Afghanistan  Islamic Republic of,6.68083452165e-08
Maldives,5.76968433585e-08
Anguilla,5.65728412859e-08
Vatican,4.58394540884e-08
Central African Republic,4.50013019314e-08
Korea  Democratic People's Rep. of,2.67753503171e-08
Cook Islands,2.54779041545e-08
Antigua and Barbuda,2.20871824511e-08
Timor-Leste  Dem. Rep. of,1.63067750431e-08
Tonga,1.12092917364e-08
Lesotho,1.10530925046e-08
St. Kitts and Nevis,9.47058592876e-09
British Indian Ocean Territory,8.56675117324e-09
American Samoa,4.87352260631e-09
Bhutan,3.12178495207e-09
Guinea-Bissau,6.60432066674e-10
Netherlands Antilles,2.16840434497e-17
