Country,Authority Score
Guinea-Bissau,1.65764661273e-07
Fiji,1.61757443469e-07
Guinea,1.42676109713e-07
Central African Republic,1.40771158262e-07
Benin,1.28648415868e-07
Grenada,1.0988823447e-07
American Samoa,1.0828065096e-07
Equatorial Guinea,1.04165835737e-07
Turkmenistan,9.56000215865e-08
Greenland,8.87483599188e-08
Swaziland,8.37114262982e-08
Guyana,7.94281808181e-08
Gambia  The,7.67791741747e-08
Solomon Islands,7.62192690969e-08
Sint Maarten,6.48546836617e-08
Djibouti,6.4385748815e-08
Dominica,6.10784464684e-08
San Marino,5.18917145425e-08
Sao Tome and Principe,5.18887222243e-08
Anguilla,5.15463510101e-08
Korea  Democratic People's Rep. of,4.28065720301e-08
British Indian Ocean Territory,3.94686957821e-08
Haiti,3.43461308838e-08
Afghanistan  Islamic Republic of,3.32769802616e-08
Antigua and Barbuda,2.9815310899e-08
Vatican,2.75518309018e-08
Tonga,2.28472878672e-08
Vanuatu,2.12703370923e-08
Timor-Leste  Dem. Rep. of,2.12652495812e-08
Suriname,1.98755704776e-08
Lesotho,5.60703283109e-09
Bhutan,4.69540964356e-09
St. Kitts and Nevis,3.24994351916e-09
Netherlands Antilles,3.29597460436e-17
